beta,gamma
0.130286,0.023381
0.199144,0.057967
0.368799,0.017613
0.272867,0.034880
0.500123,0.047272
0.148472,0.017375
0.156393,0.046410
0.236440,0.087800
0.259036,0.012689
0.173437,0.038322
0.181424,0.027019
0.286042,0.091029
0.382553,0.034996
0.279739,0.047922
0.131032,0.022410
0.197760,0.019134
0.223812,0.016180
0.323427,0.023196
0.179926,0.068880
0.123470,0.021168
0.139143,0.039045
0.263487,0.050823
0.311233,0.018417
0.256391,0.088585
0.109983,0.023141
0.191202,0.039621
0.165588,0.047980
0.319144,0.038421
0.398749,0.028366
0.286576,0.095811
0.142434,0.018694
0.269902,0.016027
0.169213,0.047185
0.333486,0.049058
0.156637,0.042991
0.204556,0.049999
0.283977,0.027484
0.200472,0.013264
0.297205,0.058844
0.151491,0.035252
0.152425,0.048061
0.305533,0.039065
0.250745,0.014543
0.400324,0.015696
0.281917,0.026217
0.295137,0.024780
0.331555,0.086843
0.185815,0.027172
0.353612,0.051529
0.186425,0.015242
0.366868,0.020770
0.264995,0.029267
0.149931,0.036088
0.142533,0.015678
0.390867,0.034756
0.364647,0.052533
0.281996,0.043467
0.387537,0.061874
0.244854,0.011966
0.177388,0.012535
0.200709,0.060982
0.255440,0.087730
0.174891,0.014304
0.130317,0.020419
0.144462,0.020846
0.153513,0.033526
0.178438,0.057800
0.371586,0.015579
0.329151,0.015400
0.286274,0.070435
0.271862,0.015635
0.153771,0.025226
0.170162,0.024329
0.288795,0.074124
0.197909,0.029507
0.219720,0.015873
0.189963,0.018894
0.153783,0.017880
0.121997,0.021496
0.248365,0.044190
0.279394,0.019302
0.379187,0.019814
0.259748,0.026387
0.154777,0.047388
0.195997,0.067928
0.299805,0.019372
0.407563,0.040702
0.249169,0.047280
0.204898,0.016667
0.264562,0.033790
0.307951,0.074764
0.486317,0.014801
0.338520,0.041886
0.119561,0.017866
0.415364,0.014172
0.350369,0.061583
0.222783,0.023631
0.195686,0.047458
0.144831,0.020402
0.208901,0.025261
0.248649,0.096267
0.202787,0.016608
0.399674,0.020471
0.185110,0.048655
0.305651,0.013914
0.141927,0.014807
0.263096,0.025420
0.395324,0.014682
0.157814,0.038025
0.339959,0.061682
0.226394,0.023998
0.396190,0.050010
0.446362,0.025557
0.328330,0.013112
0.172259,0.013829
0.228642,0.019877
0.142897,0.014863
0.248645,0.057115
0.217656,0.062316
0.338228,0.062196
0.155853,0.024582
0.248667,0.045668
0.131278,0.032584
0.143003,0.042209
0.321630,0.058873
0.270661,0.052488
0.404087,0.027427
0.228175,0.052678
0.169191,0.016334
0.325810,0.014313
0.361570,0.031949
0.157227,0.054601
0.125064,0.022421
0.271416,0.024220
0.331267,0.033812
0.241128,0.052778
0.232366,0.029520
0.415337,0.025236
0.204851,0.023802
0.135131,0.022514
0.297639,0.016049
0.208260,0.015496
0.276033,0.096676
0.237879,0.047013
0.332515,0.053142
0.127356,0.034066
0.314277,0.048637
0.386983,0.049953
0.260274,0.032398
0.161001,0.041735
0.303670,0.061072
0.332093,0.049546
0.426861,0.017267
0.276126,0.020567
0.345924,0.077497
0.226693,0.055645
0.374153,0.014284
0.295418,0.013915
0.206780,0.061117
0.201125,0.022759
0.275973,0.047029
0.253847,0.019948
0.294182,0.024809
0.299040,0.013459
0.223870,0.020295
0.211436,0.059847
0.303136,0.095654
0.262163,0.054803
0.287428,0.014819
0.265681,0.044739
0.410200,0.036110
0.311203,0.086679
0.278790,0.026625
0.220996,0.047896
0.260702,0.017807
0.199610,0.018953
0.232155,0.084928
0.259125,0.014721
0.178895,0.018407
0.146705,0.047374
0.185425,0.052790
0.194860,0.040490
0.205619,0.063416
0.203635,0.022445
0.352899,0.062883
0.145462,0.035734
0.413729,0.026948
0.178753,0.012990
0.401751,0.026474
0.343880,0.025447
0.184822,0.019935
0.248268,0.018326
0.295696,0.013464
0.205399,0.059232
0.107102,0.023188
0.161938,0.033154
0.444444,0.028670
0.544916,0.025182
0.171555,0.019982
0.136038,0.037921
0.416139,0.025375
0.238361,0.045180
0.221561,0.047519
0.347102,0.014772
0.142660,0.031008
0.142106,0.021211
0.176917,0.021711
0.198250,0.068103
0.434721,0.046239
0.308203,0.035352
0.450470,0.024627
0.153081,0.017296
0.308698,0.088110
0.406890,0.021923
0.274468,0.109406
0.256400,0.049277
0.104380,0.028775
0.224029,0.074602
0.234512,0.023946
0.268927,0.031363
0.227365,0.024076
0.167917,0.023118
0.135069,0.018515
0.261928,0.100676
0.298785,0.079294
0.379883,0.020478
0.464861,0.036573
0.216082,0.016372
0.232590,0.017521
0.281637,0.064825
0.129483,0.015891
0.235287,0.080425
0.308313,0.091675
0.266575,0.033571
0.130866,0.029615
0.267452,0.029970
0.196068,0.025783
0.244738,0.078690
0.244743,0.056411
0.197444,0.024789
0.323532,0.012785
0.290552,0.053360
0.226467,0.024454
0.209754,0.035676
0.138429,0.019251
0.195721,0.019548
0.391064,0.017285
0.456801,0.042259
0.142126,0.017015
0.288761,0.013051
0.382560,0.030500
0.293161,0.016050
0.446714,0.050184
0.200899,0.030090
0.362903,0.020104
0.415937,0.040826
0.302672,0.074616
0.205031,0.019177
0.241248,0.097128
0.189144,0.017842
0.219712,0.082058
0.150668,0.018921
0.138769,0.021801
0.301409,0.040720
0.150315,0.014548
0.360190,0.057346
0.219933,0.071903
0.499639,0.038447
0.220473,0.062373
0.382976,0.013418
0.226917,0.019907
0.323926,0.108252
0.311467,0.119913
0.184508,0.016304
0.207361,0.015180
0.189015,0.051854
0.221896,0.088124
0.255815,0.081409
0.339555,0.068412
0.514946,0.041245
0.363820,0.034193
0.289073,0.110197
0.308546,0.073632
0.197812,0.063374
0.254905,0.018439
0.263949,0.012975
0.353120,0.028995
0.125363,0.017354
0.233124,0.011601
0.356027,0.028493
0.252564,0.061093
0.205020,0.033681
0.182890,0.031469
0.236946,0.031761
0.162893,0.028659
0.132383,0.019952
0.458755,0.020473
0.173594,0.053757
0.432109,0.013946
0.162693,0.026519
0.239578,0.035467
0.236993,0.023477
0.281333,0.016853
0.144101,0.020549
0.202938,0.019711
0.299551,0.098717
0.151250,0.019093
0.192341,0.013874
0.139711,0.039670
0.396711,0.050477
0.188990,0.049347
0.330778,0.020002
0.182928,0.059226
0.368320,0.030372
0.241336,0.059718
0.169221,0.017883
0.254991,0.030962
0.273941,0.016096
0.181077,0.018690
0.263689,0.022355
0.207440,0.070182
0.210926,0.068840
0.304536,0.045557
0.254672,0.016660
0.287259,0.026377
0.312460,0.127966
0.238892,0.089323
0.143375,0.025588
0.240174,0.080712
0.152567,0.012263
0.168137,0.024084
0.541555,0.045012
0.276375,0.071367
0.234581,0.045624
0.307418,0.049471
0.211796,0.020679
0.218805,0.034728
0.204567,0.058605
0.242707,0.012529
0.284749,0.021313
0.251793,0.011901
0.451452,0.021651
0.202370,0.079516
0.148768,0.024237
0.244801,0.070673
0.420898,0.017040
0.233099,0.067219
0.294097,0.016827
0.384061,0.042098
0.489290,0.035013
0.293986,0.115634
0.314575,0.014910
0.135973,0.031600
0.210249,0.014596
0.286075,0.061297
0.442493,0.033347
0.195125,0.022983
0.168937,0.027723
0.233182,0.015646
0.344416,0.082703
0.414635,0.044809
0.151413,0.024538
0.273079,0.025111
0.150077,0.019325
0.321938,0.096300
0.132580,0.042412
0.357571,0.024974
0.466079,0.034470
0.126244,0.023808
0.356440,0.018044
0.178019,0.040644
0.147707,0.024767
0.256254,0.020146
0.236061,0.029954
0.168633,0.019011
0.148365,0.044657
0.193471,0.059162
0.297204,0.024455
0.212664,0.020383
0.240050,0.016559
0.389460,0.032177
0.296022,0.037785
0.396495,0.034747
0.314462,0.015963
0.187973,0.013011
0.201376,0.040735
0.251484,0.068495
0.335733,0.021771
0.321969,0.100449
0.458285,0.031123
0.226503,0.034221
0.201593,0.051913
0.357542,0.033632
0.329168,0.041822
0.147560,0.013044
0.314021,0.070238
0.143255,0.013944
0.175578,0.026830
0.444519,0.016886
0.253070,0.050015
0.254241,0.016952
0.277554,0.070731
0.245449,0.051431
0.129203,0.030138
0.318188,0.045898
0.219035,0.049593
0.455881,0.016402
0.232007,0.011987
0.158838,0.045205
0.347498,0.018515
0.195712,0.028760
0.432306,0.023611
0.291255,0.018134
0.468814,0.017179
0.187156,0.023866
0.267343,0.030842
0.303399,0.063056
0.166594,0.027705
0.122980,0.027048
0.376392,0.026280
0.199452,0.023401
0.224437,0.045393
0.170693,0.021515
0.420147,0.022320
0.172785,0.024028
0.154135,0.026622
0.308541,0.054649
0.198496,0.015200
0.412931,0.022965
0.151177,0.041045
0.399874,0.021250
0.277914,0.079354
0.181286,0.045423
0.183351,0.037721
0.159119,0.038506
0.268623,0.026581
0.408647,0.023443
0.202517,0.038857
0.197378,0.035154
0.133009,0.019175
0.249719,0.101802
0.217552,0.015722
0.234846,0.025630
0.284998,0.082076
0.210164,0.079342
0.253119,0.025302
0.206752,0.053487
0.200256,0.066013
0.177859,0.044044
0.393358,0.040323
0.143787,0.048918
0.212658,0.025440
0.211333,0.071464
0.319939,0.030155
0.144974,0.044509
0.211887,0.017140
0.211757,0.019223
0.185708,0.051422
0.286210,0.040713
0.394006,0.020148
0.153888,0.022695
0.288788,0.066487
0.275058,0.017083
0.172058,0.045800
0.213155,0.046611
0.221813,0.055570
0.301062,0.111098
0.486699,0.043554
0.153319,0.013875
0.321123,0.081345
0.330662,0.034195
0.130360,0.018132
0.143802,0.029447
0.230086,0.054468
0.449420,0.025082
0.186676,0.032507
0.352639,0.045142
0.149462,0.014879
0.174956,0.018159
0.401037,0.027349
0.180427,0.027894
0.263082,0.015766
0.143994,0.025096
0.369017,0.014869
0.227284,0.047860
0.133058,0.020246
0.269042,0.020446
0.310001,0.074418
0.124666,0.027781
0.302708,0.044101
0.142689,0.016040
0.119718,0.032010
0.251299,0.022386
0.182195,0.022751
0.321123,0.061954
0.445933,0.037436
0.428744,0.017636
0.498500,0.033099
0.281037,0.044886
0.171017,0.021460
0.173194,0.018798
0.146167,0.037534
0.490234,0.016839
0.254304,0.031796
0.200025,0.046433
0.267565,0.020634
0.262802,0.016429
0.319999,0.060191
0.201431,0.017585
0.264904,0.068701
0.240778,0.035179
0.286081,0.019123
0.179668,0.035196
0.345900,0.030924
0.453285,0.031258
0.176469,0.039493
0.416391,0.050179
0.274410,0.016331
0.234248,0.043881
0.311286,0.066136
0.152349,0.014688
0.230197,0.079748
0.406572,0.023040
0.402200,0.039211
0.290973,0.079452
0.243536,0.055205
0.368504,0.054654
0.319233,0.058235
0.273060,0.021566
0.239649,0.053440
0.226243,0.041311
0.394107,0.027776
0.205305,0.063706
0.123601,0.019206
0.208890,0.021185
0.187556,0.050015
0.236431,0.015264
0.199404,0.048689
0.148918,0.043554
0.327862,0.036114
0.395422,0.016135
0.275806,0.026989
0.292492,0.073853
0.254071,0.012549
0.271117,0.065052
0.202535,0.015558
0.319674,0.050730
0.399446,0.041524
0.326449,0.057641
0.447158,0.050244
0.285515,0.018724
0.392554,0.018624
0.266407,0.050940
0.138650,0.024438
0.244892,0.057549
0.296133,0.087416
0.209878,0.018093
0.426083,0.030124
0.228449,0.073504
0.493614,0.018249
0.253040,0.028836
0.309410,0.092828
0.459420,0.048564
0.334772,0.022323
0.231341,0.091928
0.319082,0.015210
0.123873,0.018002
0.354152,0.021507
0.214781,0.043009
0.286147,0.039666
0.242071,0.035212
0.156257,0.040922
0.281181,0.095000
0.397144,0.030648
0.162275,0.047389
0.250877,0.050096
0.239006,0.014745
0.264030,0.020387
0.427911,0.015735
0.209260,0.036441
0.266706,0.020759
0.281786,0.069639
0.158206,0.020602
0.156060,0.021933
0.357221,0.041630
0.424121,0.037268
0.314275,0.015718
0.234986,0.016641
0.188757,0.013533
0.241569,0.067481
0.355205,0.023835
0.219634,0.014473
0.187151,0.039866
0.180383,0.041713
0.129948,0.022700
0.275426,0.017227
0.160633,0.040544
0.202590,0.037248
0.217218,0.063828
0.496769,0.042392
0.125840,0.026908
0.217855,0.058819
0.340629,0.056316
0.304626,0.025164
0.303951,0.020747
0.141874,0.022219
0.467871,0.018703
0.308479,0.037662
0.278890,0.049496
0.188223,0.046198
0.332265,0.016001
0.207294,0.013141
0.237637,0.036668
0.460628,0.046434
0.256216,0.092556
0.304628,0.042370
0.270215,0.015351
0.258267,0.039516
0.472830,0.045223
0.281555,0.073329
0.407173,0.030044
0.300651,0.110364
0.162503,0.046518
0.335199,0.039319
0.178248,0.069174
0.143801,0.040425
0.158400,0.034020
0.292714,0.019994
0.214673,0.013488
0.191106,0.021968
0.120294,0.027951
0.233955,0.022325
0.215969,0.057577
0.183081,0.051417
0.423198,0.035320
0.225961,0.054479
0.213481,0.029076
0.337309,0.013492
0.283477,0.049323
0.449526,0.049025
0.476082,0.038018
0.131989,0.036844
0.151965,0.016086
0.234797,0.012799
0.248739,0.045026
0.449365,0.020595
0.260206,0.095563
0.221144,0.011944
0.432764,0.015596
0.229865,0.028509
0.401486,0.046275
0.239786,0.084234
0.283156,0.066414
0.254185,0.045116
0.382147,0.054190
0.170542,0.016250
0.135634,0.019910
0.193853,0.021367
0.499907,0.016939
0.243635,0.076195
0.160992,0.029686
0.433672,0.038533
0.306098,0.073834
0.240600,0.023497
0.374428,0.028235
0.355989,0.046907
0.334522,0.040383
0.337352,0.084023
0.247906,0.083325
0.311301,0.065261
0.474957,0.029474
0.200845,0.018655
0.276308,0.047607
0.151995,0.016579
0.250598,0.026713
0.142885,0.046069
0.173022,0.021823
0.337318,0.024165
0.194555,0.023749
0.292114,0.107681
0.173913,0.014430
0.336650,0.058762
0.306061,0.123262
0.145098,0.032938
0.187518,0.014530
0.234165,0.056384
0.140316,0.020404
0.407051,0.024037
0.113390,0.016752
0.284455,0.031344
0.474947,0.019719
0.380196,0.046176
0.158288,0.038379
0.121389,0.032901
0.443462,0.026915
0.214420,0.049265
0.145742,0.019419
0.299502,0.037517
0.150719,0.033639
0.288827,0.041738
0.153976,0.019372
0.101906,0.022671
0.208780,0.045689
0.361071,0.021438
0.175308,0.050377
0.365429,0.020325
0.325312,0.045673
0.177596,0.031699
0.149623,0.018135
0.333757,0.022889
0.289684,0.031434
0.238159,0.028211
0.265152,0.034034
0.288584,0.030074
0.108217,0.025362
0.131378,0.030032
0.348960,0.016349
0.192457,0.029217
0.269173,0.065956
0.417589,0.021334
0.408544,0.024330
0.330307,0.033823
0.222818,0.015113
0.341542,0.017131
0.290411,0.070747
0.195969,0.030354
0.185217,0.013561
0.355749,0.035107
0.229093,0.079668
0.226325,0.059876
0.220348,0.027355
0.200019,0.035618
0.258633,0.054033
0.143991,0.021199
0.180785,0.033046
0.452892,0.023409
0.248449,0.028699
0.298982,0.025537
0.467464,0.025860
0.260642,0.032786
0.231336,0.034993
0.230122,0.065728
0.123034,0.024347
0.303522,0.034810
0.208126,0.013389
0.338753,0.024930
0.198026,0.031785
0.180289,0.030927
0.254789,0.012897
0.199710,0.021061
0.248406,0.012939
0.277973,0.019146
0.379232,0.042113
0.232005,0.022233
0.163906,0.039672
0.418412,0.045261
0.284067,0.097530
0.178405,0.045449
0.285578,0.019006
0.259223,0.018787
0.302306,0.013637
0.224937,0.058300
0.266579,0.019582
0.306477,0.037719
0.213774,0.020873
0.162325,0.029771
0.228214,0.012178
0.198903,0.047830
0.316181,0.038176
0.133123,0.029907
0.273730,0.030033
0.196348,0.037420
0.266691,0.015378
0.396165,0.045083
0.279954,0.029387
0.380584,0.037916
0.460211,0.046147
0.345759,0.039617
0.383746,0.018464
0.132692,0.027072
0.309046,0.029095
0.240356,0.038532
0.188459,0.019907
0.146452,0.021359
0.320294,0.014149
0.126427,0.020687
0.155851,0.030212
0.206738,0.061456
0.116956,0.020838
0.163997,0.023998
0.255086,0.025815
0.295720,0.023192
0.311872,0.106481
0.222300,0.016788
0.503109,0.034550
0.272026,0.087529
0.256435,0.076848
0.175214,0.021984
0.487912,0.040153
0.197585,0.062236
0.246005,0.044769
0.261456,0.014627
0.225248,0.046745
0.434545,0.028078
0.319811,0.060327
0.260445,0.055227
0.231036,0.015007
0.371502,0.033593
0.259971,0.063293
0.374424,0.021671
0.203970,0.075176
0.191790,0.045035
0.195771,0.035022
0.464777,0.038292
0.267195,0.091010
0.195003,0.014148
0.308220,0.051267
0.281204,0.104339
0.200314,0.014762
0.252477,0.068767
0.281463,0.018553
0.259238,0.045067
0.172113,0.018165
0.172649,0.019261
0.454619,0.045100
0.501521,0.035433
0.467337,0.035744
0.245901,0.021321
0.449657,0.015148
0.316244,0.104539
0.243466,0.014013
0.405064,0.032122
0.217208,0.026498
0.203286,0.047017
0.135067,0.014529
0.267100,0.043728
0.299911,0.096064
0.257156,0.103736
0.129542,0.027259
0.244668,0.063979
0.408493,0.041424
0.171344,0.028766
0.269543,0.025217
0.149986,0.033154
0.423007,0.017558
0.170920,0.044536
0.290589,0.023692
0.146274,0.015495
0.264070,0.023684
0.310575,0.026566
0.220156,0.037588
0.132119,0.016277
0.162301,0.056037
0.190429,0.041958
0.275020,0.015268
0.137215,0.016053
0.286330,0.024016
0.288733,0.017618
0.160610,0.042827
0.351662,0.024285
0.351313,0.012917
0.186520,0.014973
0.269949,0.033104
0.214465,0.019665
0.258467,0.028269
0.322231,0.103134
0.410455,0.019856
0.213323,0.017428
0.239122,0.023092
0.152143,0.030644
0.292900,0.042720
0.183210,0.034352
0.210598,0.026438
0.206350,0.078435
0.267570,0.029306
0.146196,0.029457
0.142873,0.022270
0.208434,0.030318
0.237694,0.024946
0.198245,0.018983
0.245775,0.060659
0.297960,0.042938
0.167641,0.021116
0.244495,0.044896
0.262329,0.029922
0.236974,0.035029
0.289218,0.013346
0.129337,0.017445
0.191172,0.062620
0.416588,0.027755
0.222014,0.042915
0.235281,0.081325
0.334270,0.016808
0.353905,0.013402
0.165632,0.027156
0.154652,0.037663
0.222244,0.034891
0.516575,0.033518
0.235660,0.044315
0.262413,0.045470
0.196754,0.062813
0.269080,0.026102
0.151157,0.020296
0.351886,0.022265
0.288232,0.020445
0.208823,0.022589
0.300550,0.044923
0.477510,0.032615
0.390470,0.028931
0.258897,0.039671
0.233047,0.016423
0.286188,0.081917
0.284949,0.017735
0.187465,0.053692
0.415494,0.053193
0.144579,0.021006
0.376663,0.027867
0.254760,0.055142
0.317562,0.085145
0.181476,0.013505
0.246451,0.024750
0.325617,0.103266
0.262976,0.071564
0.166377,0.013460
0.284750,0.066518
0.135138,0.026717
0.203154,0.018884
0.165662,0.031035
0.355956,0.025660
0.150014,0.017792
0.164672,0.060964
0.255216,0.019301
0.130234,0.045116
0.174146,0.013386
0.220810,0.060122
0.207580,0.027950
0.252563,0.093329
0.176882,0.014010
0.146473,0.019521
0.435115,0.052091
0.163944,0.030260
0.191836,0.031080
0.222260,0.028097
0.324112,0.029184
0.286561,0.017860
0.244425,0.045913
0.269891,0.043679
0.354924,0.043500
0.372368,0.023422
0.354917,0.029665
0.298920,0.029031
0.124655,0.021312
0.310367,0.028925
0.340523,0.014190
0.335653,0.043527
0.166251,0.021685
0.206761,0.022312
0.187992,0.048674
0.371140,0.024326
0.216307,0.059675
0.296318,0.051242
0.288093,0.097862
0.299060,0.015932
0.151050,0.014541
0.324579,0.081814
0.238959,0.101451
0.194667,0.040448
0.461350,0.016358
0.202501,0.034680
0.283478,0.088719
0.159084,0.032848
0.330176,0.076182
0.177768,0.041340
0.242842,0.093300
0.197271,0.037998
0.361833,0.016328
0.158653,0.042702
0.403234,0.028546
0.199549,0.031700
0.284851,0.048347
0.248605,0.036560
0.230367,0.049650
0.209971,0.022691
0.262116,0.020932
0.222835,0.025354
0.291998,0.031364
0.233990,0.012748
0.339659,0.015008
0.244997,0.099443
0.375741,0.041242
0.296127,0.013240
0.154801,0.042407
0.231801,0.012954
0.282431,0.064857
0.251701,0.079335
0.288327,0.041943
0.177236,0.018430
0.461368,0.042601
0.258588,0.031507
0.393703,0.044554
0.183810,0.022501
0.327228,0.043060
0.208708,0.014442
0.296433,0.027113
0.246909,0.034420
0.236642,0.034424
0.256975,0.029998
0.244822,0.040779
0.265176,0.086353
0.490231,0.040384
0.456182,0.043711
0.259144,0.038391
0.175923,0.058539
0.410382,0.018129
0.160066,0.014467
0.197867,0.034010
0.400972,0.016832
0.223443,0.046715
0.304789,0.095279
0.265107,0.101166
0.322155,0.096497
0.371385,0.039091
0.309604,0.014391
0.333214,0.020038
0.412811,0.033776
0.255224,0.013379
0.168169,0.037274
0.501579,0.046002
0.183022,0.020954
0.191825,0.067982
0.231032,0.032178
0.429033,0.019694
0.156003,0.032255
0.192730,0.039730
0.195737,0.015031
0.274218,0.026091
0.245809,0.012909
0.134036,0.018591
0.402002,0.020963
0.289969,0.057083
0.122258,0.023038
0.151825,0.023042
0.222906,0.015035
0.230460,0.049371
0.505607,0.016045
0.240290,0.023154
0.399849,0.020012
0.167838,0.057890
0.219848,0.015350
0.288268,0.014064
0.199308,0.021980
0.173416,0.027730
0.199222,0.026185
0.213794,0.043815
0.256977,0.064124
0.154524,0.018290
0.176224,0.014497
0.230589,0.016794
0.251520,0.056238
0.443428,0.028799
0.307427,0.080830
0.170349,0.014649
0.197076,0.018429
0.272494,0.021988
0.214113,0.018455
0.216090,0.015831
0.332957,0.048658
0.500166,0.027623
0.217328,0.019689
0.123675,0.019929
0.298756,0.016337
0.179861,0.023193
0.320216,0.014201
0.177732,0.035530
0.236517,0.021779
0.242326,0.028529
0.229173,0.036457
0.204843,0.031277
0.365368,0.019210
0.253826,0.038935
0.116779,0.029887
0.517630,0.044235
0.236255,0.029858
0.344011,0.028125
0.225827,0.013837
0.392794,0.023350
0.304488,0.048281
0.156546,0.013470
0.279589,0.045205
0.146255,0.043898
0.191084,0.062908
0.145142,0.030755
0.217246,0.016314
0.159207,0.014524
0.178020,0.019979
0.297972,0.067620
0.205034,0.064394
0.384607,0.030606
0.194956,0.019833
0.170485,0.052265
0.310767,0.022454
